"Values","Freq","category","state"
"Not Available",0.3,"Patient_experience","MO"
"Same as the national average",0.3,"Patient_experience","MO"
"Above the national average",0,"Effectiveness_of_Care","MO"
"Below the national average",0.05,"Effectiveness_of_Care","MO"
"Not Available",0.35,"Effectiveness_of_Care","MO"
"Same as the national average",0.6,"Effectiveness_of_Care","MO"
"Above the national average",0.1,"Timeliness_of_Care","MO"
"Below the national average",0.05,"Timeliness_of_Care","MO"
"Not Available",0.45,"Timeliness_of_Care","MO"
"Same as the national average",0.4,"Timeliness_of_Care","MO"
"Above the national average",0.15,"Medical_imaging","MO"
"Below the national average",0.05,"Medical_imaging","MO"
"Not Available",0.55,"Medical_imaging","MO"
"Same as the national average",0.25,"Medical_imaging","MO"
"Acute Care Hospitals",1,"Type","MP"
"Childrens",0,"Type","MP"
"Critical Access Hospitals",0,"Type","MP"
"Government - Federal",0,"Ownership","MP"
"Government - Hospital District or Authority",0,"Ownership","MP"
"Government - Local",0,"Ownership","MP"
"Government - State",0,"Ownership","MP"
"Physician",0,"Ownership","MP"
"Proprietary",1,"Ownership","MP"
"Tribal",0,"Ownership","MP"
"Voluntary non-profit - Church",0,"Ownership","MP"
"Voluntary non-profit - Other",0,"Ownership","MP"
"Voluntary non-profit - Private",0,"Ownership","MP"
"1",0,"Overall_rating","MP"
"2",0,"Overall_rating","MP"
"3",0,"Overall_rating","MP"
"4",0,"Overall_rating","MP"
"5",0,"Overall_rating","MP"
"Not Available",1,"Overall_rating","MP"
"Above the national average",0,"Mortality","MP"
"Below the national average",0,"Mortality","MP"
"Not Available",0,"Mortality","MP"
"Same as the national average",1,"Mortality","MP"
"Above the national average",0,"Safety_of_care","MP"
"Below the national average",0,"Safety_of_care","MP"
"Not Available",1,"Safety_of_care","MP"
"Same as the national average",0,"Safety_of_care","MP"
"Above the national average",0,"Readmission","MP"
"Below the national average",1,"Readmission","MP"
"Not Available",0,"Readmission","MP"
"Same as the national average",0,"Readmission","MP"
"Above the national average",0,"Patient_experience","MP"
"Below the national average",0,"Patient_experience","MP"
"Not Available",1,"Patient_experience","MP"
"Same as the national average",0,"Patient_experience","MP"
"Above the national average",0,"Effectiveness_of_Care","MP"
"Below the national average",0,"Effectiveness_of_Care","MP"
"Not Available",1,"Effectiveness_of_Care","MP"
"Same as the national average",0,"Effectiveness_of_Care","MP"
"Above the national average",0,"Timeliness_of_Care","MP"
"Below the national average",0,"Timeliness_of_Care","MP"
"Not Available",1,"Timeliness_of_Care","MP"
"Same as the national average",0,"Timeliness_of_Care","MP"
"Above the national average",0,"Medical_imaging","MP"
"Below the national average",0,"Medical_imaging","MP"
"Not Available",1,"Medical_imaging","MP"
"Same as the national average",0,"Medical_imaging","MP"
"Acute Care Hospitals",0.478260869565217,"Type","MS"
"Childrens",0,"Type","MS"
"Critical Access Hospitals",0.521739130434783,"Type","MS"
"Government - Federal",0.0434782608695652,"Ownership","MS"
"Government - Hospital District or Authority",0.0434782608695652,"Ownership","MS"
"Government - Local",0.304347826086957,"Ownership","MS"
"Government - State",0.0434782608695652,"Ownership","MS"
"Physician",0,"Ownership","MS"
"Proprietary",0.130434782608696,"Ownership","MS"
"Tribal",0,"Ownership","MS"
"Voluntary non-profit - Church",0,"Ownership","MS"
"Voluntary non-profit - Other",0.0434782608695652,"Ownership","MS"
"Voluntary non-profit - Private",0.391304347826087,"Ownership","MS"
"1",0,"Overall_rating","MS"
"2",0.130434782608696,"Overall_rating","MS"
"3",0.173913043478261,"Overall_rating","MS"
"4",0.173913043478261,"Overall_rating","MS"
"5",0,"Overall_rating","MS"
"Not Available",0.521739130434783,"Overall_rating","MS"
"Above the national average",0,"Mortality","MS"
"Below the national average",0,"Mortality","MS"
"Not Available",0.565217391304348,"Mortality","MS"
"Same as the national average",0.434782608695652,"Mortality","MS"
"Above the national average",0,"Safety_of_care","MS"
"Below the national average",0,"Safety_of_care","MS"
"Not Available",0.91304347826087,"Safety_of_care","MS"
"Same as the national average",0.0869565217391304,"Safety_of_care","MS"
"Above the national average",0.130434782608696,"Readmission","MS"
"Below the national average",0.260869565217391,"Readmission","MS"
"Not Available",0.347826086956522,"Readmission","MS"
"Same as the national average",0.260869565217391,"Readmission","MS"
"Above the national average",0.0869565217391304,"Patient_experience","MS"
"Below the national average",0.0434782608695652,"Patient_experience","MS"
"Not Available",0.652173913043478,"Patient_experience","MS"
"Same as the national average",0.217391304347826,"Patient_experience","MS"
"Above the national average",0,"Effectiveness_of_Care","MS"
"Below the national average",0,"Effectiveness_of_Care","MS"
"Not Available",0.608695652173913,"Effectiveness_of_Care","MS"
"Same as the national average",0.391304347826087,"Effectiveness_of_Care","MS"
"Above the national average",0.347826086956522,"Timeliness_of_Care","MS"
"Below the national average",0,"Timeliness_of_Care","MS"
"Not Available",0.478260869565217,"Timeliness_of_Care","MS"
"Same as the national average",0.173913043478261,"Timeliness_of_Care","MS"
"Above the national average",0,"Medical_imaging","MS"
"Below the national average",0.0434782608695652,"Medical_imaging","MS"
"Not Available",0.782608695652174,"Medical_imaging","MS"
"Same as the national average",0.173913043478261,"Medical_imaging","MS"
"Acute Care Hospitals",0,"Type","MT"
"Childrens",0,"Type","MT"
"Critical Access Hospitals",1,"Type","MT"
"Government - Federal",0,"Ownership","MT"
"Government - Hospital District or Authority",0.307692307692308,"Ownership","MT"
"Government - Local",0.153846153846154,"Ownership","MT"
"Government - State",0,"Ownership","MT"
"Physician",0,"Ownership","MT"
"Proprietary",0,"Ownership","MT"
"Tribal",0,"Ownership","MT"
"Voluntary non-profit - Church",0,"Ownership","MT"
"Voluntary non-profit - Other",0,"Ownership","MT"
"Voluntary non-profit - Private",0.538461538461538,"Ownership","MT"
"1",0,"Overall_rating","MT"
"2",0,"Overall_rating","MT"
"3",0.153846153846154,"Overall_rating","MT"
"4",0.153846153846154,"Overall_rating","MT"
"5",0,"Overall_rating","MT"
"Not Available",0.692307692307692,"Overall_rating","MT"
"Above the national average",0,"Mortality","MT"
"Below the national average",0,"Mortality","MT"
"Not Available",0.846153846153846,"Mortality","MT"
"Same as the national average",0.153846153846154,"Mortality","MT"
"Above the national average",0,"Safety_of_care","MT"
"Below the national average",0,"Safety_of_care","MT"
"Not Available",1,"Safety_of_care","MT"
"Same as the national average",0,"Safety_of_care","MT"
"Above the national average",0.0769230769230769,"Readmission","MT"
"Below the national average",0.0769230769230769,"Readmission","MT"
"Not Available",0.692307692307692,"Readmission","MT"
"Same as the national average",0.153846153846154,"Readmission","MT"
"Above the national average",0.153846153846154,"Patient_experience","MT"
"Below the national average",0,"Patient_experience","MT"
"Not Available",0.769230769230769,"Patient_experience","MT"
"Same as the national average",0.0769230769230769,"Patient_experience","MT"
"Above the national average",0,"Effectiveness_of_Care","MT"
"Below the national average",0,"Effectiveness_of_Care","MT"
"Not Available",0.692307692307692,"Effectiveness_of_Care","MT"
"Same as the national average",0.307692307692308,"Effectiveness_of_Care","MT"
"Above the national average",0.0769230769230769,"Timeliness_of_Care","MT"
"Below the national average",0,"Timeliness_of_Care","MT"
"Not Available",0.769230769230769,"Timeliness_of_Care","MT"
"Same as the national average",0.153846153846154,"Timeliness_of_Care","MT"
"Above the national average",0,"Medical_imaging","MT"
"Below the national average",0,"Medical_imaging","MT"
"Not Available",0.846153846153846,"Medical_imaging","MT"
"Same as the national average",0.153846153846154,"Medical_imaging","MT"
"Acute Care Hospitals",0.714285714285714,"Type","NC"
"Childrens",0,"Type","NC"
"Critical Access Hospitals",0.285714285714286,"Type","NC"
"Government - Federal",0,"Ownership","NC"
"Government - Hospital District or Authority",0,"Ownership","NC"
"Government - Local",0.142857142857143,"Ownership","NC"
"Government - State",0,"Ownership","NC"
"Physician",0,"Ownership","NC"
"Proprietary",0.142857142857143,"Ownership","NC"
"Tribal",0,"Ownership","NC"
"Voluntary non-profit - Church",0,"Ownership","NC"
"Voluntary non-profit - Other",0.285714285714286,"Ownership","NC"
"Voluntary non-profit - Private",0.428571428571429,"Ownership","NC"
"1",0,"Overall_rating","NC"
"2",0.142857142857143,"Overall_rating","NC"
"3",0.142857142857143,"Overall_rating","NC"
"4",0.285714285714286,"Overall_rating","NC"
"5",0,"Overall_rating","NC"
"Not Available",0.428571428571429,"Overall_rating","NC"
"Above the national average",0,"Mortality","NC"
"Below the national average",0,"Mortality","NC"
"Not Available",0.428571428571429,"Mortality","NC"
"Same as the national average",0.571428571428571,"Mortality","NC"
"Above the national average",0.142857142857143,"Safety_of_care","NC"
"Below the national average",0,"Safety_of_care","NC"
"Not Available",0.714285714285714,"Safety_of_care","NC"
"Same as the national average",0.142857142857143,"Safety_of_care","NC"
"Above the national average",0.285714285714286,"Readmission","NC"
"Below the national average",0.285714285714286,"Readmission","NC"
"Not Available",0.428571428571429,"Readmission","NC"
"Same as the national average",0,"Readmission","NC"
"Above the national average",0.571428571428571,"Patient_experience","NC"
"Below the national average",0,"Patient_experience","NC"
"Not Available",0.142857142857143,"Patient_experience","NC"
"Same as the national average",0.285714285714286,"Patient_experience","NC"
"Above the national average",0,"Effectiveness_of_Care","NC"
"Below the national average",0,"Effectiveness_of_Care","NC"
"Not Available",0.428571428571429,"Effectiveness_of_Care","NC"
"Same as the national average",0.571428571428571,"Effectiveness_of_Care","NC"
"Above the national average",0,"Timeliness_of_Care","NC"
"Below the national average",0,"Timeliness_of_Care","NC"
"Not Available",0.285714285714286,"Timeliness_of_Care","NC"
"Same as the national average",0.714285714285714,"Timeliness_of_Care","NC"
"Above the national average",0,"Medical_imaging","NC"
"Below the national average",0,"Medical_imaging","NC"
"Not Available",0.428571428571429,"Medical_imaging","NC"
"Same as the national average",0.571428571428571,"Medical_imaging","NC"
"Acute Care Hospitals",0.125,"Type","ND"
"Childrens",0,"Type","ND"
"Critical Access Hospitals",0.875,"Type","ND"
"Government - Federal",0.125,"Ownership","ND"
"Government - Hospital District or Authority",0,"Ownership","ND"
"Government - Local",0,"Ownership","ND"
"Government - State",0,"Ownership","ND"
"Physician",0,"Ownership","ND"
"Proprietary",0,"Ownership","ND"
"Tribal",0,"Ownership","ND"
"Voluntary non-profit - Church",0.1875,"Ownership","ND"
"Voluntary non-profit - Other",0.0625,"Ownership","ND"
"Voluntary non-profit - Private",0.625,"Ownership","ND"
"1",0,"Overall_rating","ND"
"2",0,"Overall_rating","ND"
"3",0,"Overall_rating","ND"
"4",0.1875,"Overall_rating","ND"
"5",0,"Overall_rating","ND"
"Not Available",0.8125,"Overall_rating","ND"
"Above the national average",0,"Mortality","ND"
"Below the national average",0,"Mortality","ND"
"Not Available",0.8125,"Mortality","ND"
"Same as the national average",0.1875,"Mortality","ND"
"Above the national average",0,"Safety_of_care","ND"
"Below the national average",0,"Safety_of_care","ND"
"Not Available",1,"Safety_of_care","ND"
"Same as the national average",0,"Safety_of_care","ND"
"Above the national average",0.1875,"Readmission","ND"
"Below the national average",0,"Readmission","ND"
"Not Available",0.5625,"Readmission","ND"
"Same as the national average",0.25,"Readmission","ND"
"Above the national average",0.125,"Patient_experience","ND"
"Below the national average",0,"Patient_experience","ND"
"Not Available",0.875,"Patient_experience","ND"
"Same as the national average",0,"Patient_experience","ND"
"Above the national average",0,"Effectiveness_of_Care","ND"
"Below the national average",0,"Effectiveness_of_Care","ND"
"Not Available",0.6875,"Effectiveness_of_Care","ND"
"Same as the national average",0.3125,"Effectiveness_of_Care","ND"
"Above the national average",0.0625,"Timeliness_of_Care","ND"
"Below the national average",0,"Timeliness_of_Care","ND"
"Not Available",0.8125,"Timeliness_of_Care","ND"
"Same as the national average",0.125,"Timeliness_of_Care","ND"
"Above the national average",0,"Medical_imaging","ND"
"Below the national average",0,"Medical_imaging","ND"
"Not Available",0.6875,"Medical_imaging","ND"
"Same as the national average",0.3125,"Medical_imaging","ND"
"Acute Care Hospitals",0.1,"Type","NE"
"Childrens",0,"Type","NE"
"Critical Access Hospitals",0.9,"Type","NE"
"Government - Federal",0,"Ownership","NE"
"Government - Hospital District or Authority",0.166666666666667,"Ownership","NE"
"Government - Local",0.266666666666667,"Ownership","NE"
"Government - State",0,"Ownership","NE"
"Physician",0.0333333333333333,"Ownership","NE"
"Proprietary",0.0333333333333333,"Ownership","NE"
"Tribal",0,"Ownership","NE"
"Voluntary non-profit - Church",0.0666666666666667,"Ownership","NE"
"Voluntary non-profit - Other",0.0333333333333333,"Ownership","NE"
"Voluntary non-profit - Private",0.4,"Ownership","NE"
"1",0,"Overall_rating","NE"
"2",0,"Overall_rating","NE"
"3",0.133333333333333,"Overall_rating","NE"
"4",0.3,"Overall_rating","NE"
"5",0.0333333333333333,"Overall_rating","NE"
"Not Available",0.533333333333333,"Overall_rating","NE"
"Above the national average",0,"Mortality","NE"
"Below the national average",0,"Mortality","NE"
"Not Available",0.7,"Mortality","NE"
"Same as the national average",0.3,"Mortality","NE"
"Above the national average",0,"Safety_of_care","NE"
"Below the national average",0,"Safety_of_care","NE"
"Not Available",1,"Safety_of_care","NE"
"Same as the national average",0,"Safety_of_care","NE"
"Above the national average",0.166666666666667,"Readmission","NE"
"Below the national average",0.0666666666666667,"Readmission","NE"
"Not Available",0.466666666666667,"Readmission","NE"
"Same as the national average",0.3,"Readmission","NE"
"Above the national average",0.3,"Patient_experience","NE"
"Below the national average",0,"Patient_experience","NE"
"Not Available",0.533333333333333,"Patient_experience","NE"
"Same as the national average",0.166666666666667,"Patient_experience","NE"
"Above the national average",0,"Effectiveness_of_Care","NE"
"Below the national average",0,"Effectiveness_of_Care","NE"
"Not Available",0.466666666666667,"Effectiveness_of_Care","NE"
"Same as the national average",0.533333333333333,"Effectiveness_of_Care","NE"
"Above the national average",0.1,"Timeliness_of_Care","NE"
"Below the national average",0,"Timeliness_of_Care","NE"
"Not Available",0.3,"Timeliness_of_Care","NE"
"Same as the national average",0.6,"Timeliness_of_Care","NE"
"Above the national average",0,"Medical_imaging","NE"
"Below the national average",0,"Medical_imaging","NE"
"Not Available",0.7,"Medical_imaging","NE"
"Same as the national average",0.3,"Medical_imaging","NE"
"Acute Care Hospitals",0,"Type","NH"
"Childrens",0,"Type","NH"
"Critical Access Hospitals",1,"Type","NH"
"Government - Federal",0,"Ownership","NH"
"Government - Hospital District or Authority",0,"Ownership","NH"
"Government - Local",0,"Ownership","NH"
"Government - State",0,"Ownership","NH"
"Physician",0,"Ownership","NH"
"Proprietary",0,"Ownership","NH"
"Tribal",0,"Ownership","NH"
"Voluntary non-profit - Church",0,"Ownership","NH"
"Voluntary non-profit - Other",0,"Ownership","NH"
"Voluntary non-profit - Private",1,"Ownership","NH"
"1",0,"Overall_rating","NH"
"2",0,"Overall_rating","NH"
"3",0.5,"Overall_rating","NH"
"4",0.5,"Overall_rating","NH"
"5",0,"Overall_rating","NH"
"Not Available",0,"Overall_rating","NH"
"Above the national average",0,"Mortality","NH"
"Below the national average",0,"Mortality","NH"
"Not Available",0,"Mortality","NH"
"Same as the national average",1,"Mortality","NH"
"Above the national average",0,"Safety_of_care","NH"
"Below the national average",0,"Safety_of_care","NH"
"Not Available",1,"Safety_of_care","NH"
"Same as the national average",0,"Safety_of_care","NH"
"Above the national average",0.5,"Readmission","NH"
"Below the national average",0.5,"Readmission","NH"
"Not Available",0,"Readmission","NH"
"Same as the national average",0,"Readmission","NH"
"Above the national average",0,"Patient_experience","NH"
"Below the national average",0,"Patient_experience","NH"
"Not Available",0,"Patient_experience","NH"
"Same as the national average",1,"Patient_experience","NH"
"Above the national average",0,"Effectiveness_of_Care","NH"
"Below the national average",0,"Effectiveness_of_Care","NH"
"Not Available",1,"Effectiveness_of_Care","NH"
"Same as the national average",0,"Effectiveness_of_Care","NH"
"Above the national average",0,"Timeliness_of_Care","NH"
"Below the national average",0,"Timeliness_of_Care","NH"
"Not Available",1,"Timeliness_of_Care","NH"
"Same as the national average",0,"Timeliness_of_Care","NH"
"Above the national average",0,"Medical_imaging","NH"
"Below the national average",0,"Medical_imaging","NH"
"Not Available",1,"Medical_imaging","NH"
"Same as the national average",0,"Medical_imaging","NH"
"Acute Care Hospitals",0.833333333333333,"Type","NJ"
"Childrens",0.166666666666667,"Type","NJ"
"Critical Access Hospitals",0,"Type","NJ"
"Government - Federal",0,"Ownership","NJ"
"Government - Hospital District or Authority",0,"Ownership","NJ"
"Government - Local",0.166666666666667,"Ownership","NJ"
"Government - State",0,"Ownership","NJ"
"Physician",0,"Ownership","NJ"
"Proprietary",0.5,"Ownership","NJ"
"Tribal",0,"Ownership","NJ"
"Voluntary non-profit - Church",0,"Ownership","NJ"
"Voluntary non-profit - Other",0.166666666666667,"Ownership","NJ"
"Voluntary non-profit - Private",0.166666666666667,"Ownership","NJ"
"1",0,"Overall_rating","NJ"
"2",0.5,"Overall_rating","NJ"
"3",0.333333333333333,"Overall_rating","NJ"
"4",0,"Overall_rating","NJ"
"5",0,"Overall_rating","NJ"
"Not Available",0.166666666666667,"Overall_rating","NJ"
"Above the national average",0.166666666666667,"Mortality","NJ"
"Below the national average",0,"Mortality","NJ"
"Not Available",0.333333333333333,"Mortality","NJ"
"Same as the national average",0.5,"Mortality","NJ"
"Above the national average",0.333333333333333,"Safety_of_care","NJ"
"Below the national average",0.166666666666667,"Safety_of_care","NJ"
"Not Available",0.333333333333333,"Safety_of_care","NJ"
"Same as the national average",0.166666666666667,"Safety_of_care","NJ"
"Above the national average",0.166666666666667,"Readmission","NJ"
"Below the national average",0.666666666666667,"Readmission","NJ"
"Not Available",0.166666666666667,"Readmission","NJ"
"Same as the national average",0,"Readmission","NJ"
"Above the national average",0,"Patient_experience","NJ"
"Below the national average",0.666666666666667,"Patient_experience","NJ"
"Not Available",0.333333333333333,"Patient_experience","NJ"
"Same as the national average",0,"Patient_experience","NJ"
"Above the national average",0,"Effectiveness_of_Care","NJ"
"Below the national average",0,"Effectiveness_of_Care","NJ"
"Not Available",0.166666666666667,"Effectiveness_of_Care","NJ"
"Same as the national average",0.833333333333333,"Effectiveness_of_Care","NJ"
"Above the national average",0,"Timeliness_of_Care","NJ"
"Below the national average",0.5,"Timeliness_of_Care","NJ"
"Not Available",0.166666666666667,"Timeliness_of_Care","NJ"
"Same as the national average",0.333333333333333,"Timeliness_of_Care","NJ"
"Above the national average",0,"Medical_imaging","NJ"
"Below the national average",0,"Medical_imaging","NJ"
"Not Available",0.666666666666667,"Medical_imaging","NJ"
"Same as the national average",0.333333333333333,"Medical_imaging","NJ"
"Acute Care Hospitals",0.5,"Type","NM"
"Childrens",0,"Type","NM"
"Critical Access Hospitals",0.5,"Type","NM"
"Government - Federal",0.3,"Ownership","NM"
"Government - Hospital District or Authority",0.1,"Ownership","NM"
"Government - Local",0.1,"Ownership","NM"
"Government - State",0.1,"Ownership","NM"
"Physician",0,"Ownership","NM"
"Proprietary",0.2,"Ownership","NM"
"Tribal",0,"Ownership","NM"
"Voluntary non-profit - Church",0,"Ownership","NM"
"Voluntary non-profit - Other",0.1,"Ownership","NM"
"Voluntary non-profit - Private",0.1,"Ownership","NM"
"1",0,"Overall_rating","NM"
"2",0.2,"Overall_rating","NM"
"3",0.3,"Overall_rating","NM"
"4",0.1,"Overall_rating","NM"
"5",0,"Overall_rating","NM"
"Not Available",0.4,"Overall_rating","NM"
"Above the national average",0,"Mortality","NM"
"Below the national average",0,"Mortality","NM"
"Not Available",0.6,"Mortality","NM"
"Same as the national average",0.4,"Mortality","NM"
"Above the national average",0.1,"Safety_of_care","NM"
"Below the national average",0,"Safety_of_care","NM"
"Not Available",0.9,"Safety_of_care","NM"
"Same as the national average",0,"Safety_of_care","NM"
"Above the national average",0.2,"Readmission","NM"
"Below the national average",0.2,"Readmission","NM"
"Not Available",0.3,"Readmission","NM"
"Same as the national average",0.3,"Readmission","NM"
"Above the national average",0.1,"Patient_experience","NM"
"Below the national average",0.1,"Patient_experience","NM"
"Not Available",0.5,"Patient_experience","NM"
"Same as the national average",0.3,"Patient_experience","NM"
"Above the national average",0,"Effectiveness_of_Care","NM"
"Below the national average",0,"Effectiveness_of_Care","NM"
"Not Available",0.5,"Effectiveness_of_Care","NM"
"Same as the national average",0.5,"Effectiveness_of_Care","NM"
"Above the national average",0,"Timeliness_of_Care","NM"
"Below the national average",0,"Timeliness_of_Care","NM"
"Not Available",0.5,"Timeliness_of_Care","NM"
"Same as the national average",0.5,"Timeliness_of_Care","NM"
"Above the national average",0,"Medical_imaging","NM"
"Below the national average",0,"Medical_imaging","NM"
"Not Available",0.7,"Medical_imaging","NM"
"Same as the national average",0.3,"Medical_imaging","NM"
"Acute Care Hospitals",0.444444444444444,"Type","NV"
"Childrens",0,"Type","NV"
"Critical Access Hospitals",0.555555555555556,"Type","NV"
"Government - Federal",0,"Ownership","NV"
"Government - Hospital District or Authority",0.444444444444444,"Ownership","NV"
"Government - Local",0,"Ownership","NV"
"Government - State",0,"Ownership","NV"
"Physician",0,"Ownership","NV"
"Proprietary",0.222222222222222,"Ownership","NV"
"Tribal",0,"Ownership","NV"
"Voluntary non-profit - Church",0,"Ownership","NV"
"Voluntary non-profit - Other",0.111111111111111,"Ownership","NV"
"Voluntary non-profit - Private",0.222222222222222,"Ownership","NV"
"1",0.111111111111111,"Overall_rating","NV"
"2",0,"Overall_rating","NV"
"3",0.111111111111111,"Overall_rating","NV"
"4",0,"Overall_rating","NV"
"5",0,"Overall_rating","NV"
"Not Available",0.777777777777778,"Overall_rating","NV"
"Above the national average",0,"Mortality","NV"
"Below the national average",0,"Mortality","NV"
"Not Available",0.666666666666667,"Mortality","NV"
"Same as the national average",0.333333333333333,"Mortality","NV"
"Above the national average",0.111111111111111,"Safety_of_care","NV"
"Below the national average",0.111111111111111,"Safety_of_care","NV"
"Not Available",0.777777777777778,"Safety_of_care","NV"
"Same as the national average",0,"Safety_of_care","NV"
"Above the national average",0.111111111111111,"Readmission","NV"
"Below the national average",0.111111111111111,"Readmission","NV"
"Not Available",0.555555555555556,"Readmission","NV"
"Same as the national average",0.222222222222222,"Readmission","NV"
"Above the national average",0,"Patient_experience","NV"
"Below the national average",0.222222222222222,"Patient_experience","NV"
"Not Available",0.777777777777778,"Patient_experience","NV"
"Same as the national average",0,"Patient_experience","NV"
"Above the national average",0,"Effectiveness_of_Care","NV"
"Below the national average",0,"Effectiveness_of_Care","NV"
"Not Available",0.777777777777778,"Effectiveness_of_Care","NV"
"Same as the national average",0.222222222222222,"Effectiveness_of_Care","NV"
"Above the national average",0,"Timeliness_of_Care","NV"
"Below the national average",0.111111111111111,"Timeliness_of_Care","NV"
"Not Available",0.777777777777778,"Timeliness_of_Care","NV"
"Same as the national average",0.111111111111111,"Timeliness_of_Care","NV"
"Above the national average",0,"Medical_imaging","NV"
"Below the national average",0,"Medical_imaging","NV"
"Not Available",0.777777777777778,"Medical_imaging","NV"
"Same as the national average",0.222222222222222,"Medical_imaging","NV"
"Acute Care Hospitals",0.703703703703704,"Type","NY"
"Childrens",0.037037037037037,"Type","NY"
"Critical Access Hospitals",0.259259259259259,"Type","NY"
"Government - Federal",0,"Ownership","NY"
"Government - Hospital District or Authority",0,"Ownership","NY"
"Government - Local",0.222222222222222,"Ownership","NY"
"Government - State",0,"Ownership","NY"
"Physician",0,"Ownership","NY"
"Proprietary",0,"Ownership","NY"
"Tribal",0,"Ownership","NY"
"Voluntary non-profit - Church",0,"Ownership","NY"
"Voluntary non-profit - Other",0.037037037037037,"Ownership","NY"
"Voluntary non-profit - Private",0.740740740740741,"Ownership","NY"
"1",0.148148148148148,"Overall_rating","NY"
"2",0.222222222222222,"Overall_rating","NY"
"3",0.259259259259259,"Overall_rating","NY"
"4",0.0740740740740741,"Overall_rating","NY"
"5",0,"Overall_rating","NY"
"Not Available",0.296296296296296,"Overall_rating","NY"
"Above the national average",0,"Mortality","NY"
"Below the national average",0,"Mortality","NY"
"Not Available",0.259259259259259,"Mortality","NY"
"Same as the national average",0.740740740740741,"Mortality","NY"
"Above the national average",0.0740740740740741,"Safety_of_care","NY"
"Below the national average",0.148148148148148,"Safety_of_care","NY"
"Not Available",0.62962962962963,"Safety_of_care","NY"
"Same as the national average",0.148148148148148,"Safety_of_care","NY"
"Above the national average",0.111111111111111,"Readmission","NY"
"Below the national average",0.407407407407407,"Readmission","NY"
"Not Available",0.185185185185185,"Readmission","NY"
"Same as the national average",0.296296296296296,"Readmission","NY"
"Above the national average",0,"Patient_experience","NY"
"Below the national average",0.407407407407407,"Patient_experience","NY"
"Not Available",0.407407407407407,"Patient_experience","NY"
"Same as the national average",0.185185185185185,"Patient_experience","NY"
"Above the national average",0,"Effectiveness_of_Care","NY"
"Below the national average",0.148148148148148,"Effectiveness_of_Care","NY"
"Not Available",0.37037037037037,"Effectiveness_of_Care","NY"
"Same as the national average",0.481481481481481,"Effectiveness_of_Care","NY"
"Above the national average",0.037037037037037,"Timeliness_of_Care","NY"
"Below the national average",0.296296296296296,"Timeliness_of_Care","NY"
"Not Available",0.259259259259259,"Timeliness_of_Care","NY"
"Same as the national average",0.407407407407407,"Timeliness_of_Care","NY"
"Above the national average",0.037037037037037,"Medical_imaging","NY"
"Below the national average",0.037037037037037,"Medical_imaging","NY"
"Not Available",0.62962962962963,"Medical_imaging","NY"
"Same as the national average",0.296296296296296,"Medical_imaging","NY"
"Acute Care Hospitals",0.483870967741935,"Type","OH"
"Childrens",0.129032258064516,"Type","OH"
"Critical Access Hospitals",0.387096774193548,"Type","OH"
"Government - Federal",0.032258064516129,"Ownership","OH"
"Government - Hospital District or Authority",0,"Ownership","OH"
"Government - Local",0.0645161290322581,"Ownership","OH"
"Government - State",0,"Ownership","OH"
"Physician",0,"Ownership","OH"
"Proprietary",0.0645161290322581,"Ownership","OH"
"Tribal",0,"Ownership","OH"
"Voluntary non-profit - Church",0.0645161290322581,"Ownership","OH"
"Voluntary non-profit - Other",0.0645161290322581,"Ownership","OH"
"Voluntary non-profit - Private",0.709677419354839,"Ownership","OH"
"1",0,"Overall_rating","OH"
"2",0.032258064516129,"Overall_rating","OH"
"3",0.161290322580645,"Overall_rating","OH"
"4",0.193548387096774,"Overall_rating","OH"
"5",0.161290322580645,"Overall_rating","OH"
"Not Available",0.451612903225806,"Overall_rating","OH"
"Above the national average",0.032258064516129,"Mortality","OH"
"Below the national average",0,"Mortality","OH"
"Not Available",0.548387096774194,"Mortality","OH"
"Same as the national average",0.419354838709677,"Mortality","OH"
"Above the national average",0.129032258064516,"Safety_of_care","OH"
"Below the national average",0,"Safety_of_care","OH"
"Not Available",0.741935483870968,"Safety_of_care","OH"
"Same as the national average",0.129032258064516,"Safety_of_care","OH"
"Above the national average",0.161290322580645,"Readmission","OH"
"Below the national average",0.193548387096774,"Readmission","OH"
"Not Available",0.354838709677419,"Readmission","OH"
"Same as the national average",0.290322580645161,"Readmission","OH"
"Above the national average",0.354838709677419,"Patient_experience","OH"
"Below the national average",0.032258064516129,"Patient_experience","OH"
"Not Available",0.451612903225806,"Patient_experience","OH"
"Same as the national average",0.161290322580645,"Patient_experience","OH"
"Above the national average",0,"Effectiveness_of_Care","OH"
"Below the national average",0,"Effectiveness_of_Care","OH"
"Not Available",0.419354838709677,"Effectiveness_of_Care","OH"
"Same as the national average",0.580645161290323,"Effectiveness_of_Care","OH"
"Above the national average",0.290322580645161,"Timeliness_of_Care","OH"
"Below the national average",0.032258064516129,"Timeliness_of_Care","OH"
"Not Available",0.451612903225806,"Timeliness_of_Care","OH"
"Same as the national average",0.225806451612903,"Timeliness_of_Care","OH"
"Above the national average",0.0645161290322581,"Medical_imaging","OH"
"Below the national average",0.0645161290322581,"Medical_imaging","OH"
"Not Available",0.645161290322581,"Medical_imaging","OH"
"Same as the national average",0.225806451612903,"Medical_imaging","OH"
"Acute Care Hospitals",0.5,"Type","OK"
"Childrens",0,"Type","OK"
"Critical Access Hospitals",0.5,"Type","OK"
"Government - Federal",0,"Ownership","OK"
